Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
1/21/2017,Arkansas-Pine Bluff,Home,63,Texas Southern,70,Away,,Loss,-7,-10.72,2.65,Division 1
1/21/2017,Alabama State,Home,71,Alcorn State,78,Away,,Loss,-7,-8.48,1.44,Division 1
1/21/2017,Alcorn State,Away,78,Alabama State,71,Home,,Win,7,1.44,-8.48,Division 1
1/21/2017,Alabama A&M,Home,52,Southern,53,Away,,Loss,-1,-15.97,-1.18,Division 1
1/21/2017,Southern,Away,53,Alabama A&M,52,Home,,Win,1,-1.18,-15.97,Division 1
1/21/2017,Arkansas-Little Rock,Home,73,South Alabama,56,Away,,Win,17,0.09,-1.19,Division 1
1/21/2017,South Alabama,Away,56,Arkansas-Little Rock,73,Home,,Loss,-17,-1.19,0.09,Division 1
1/21/2017,Arkansas,Home,99,Louisiana State,86,Away,,Win,13,5.79,-8.16,Division 1
1/21/2017,Louisiana State,Away,86,Arkansas,99,Home,,Loss,-13,-8.16,5.79,Division 1
1/21/2017,Murray State,Away,81,Austin Peay,84,Home,,Loss,-3,2.91,-6.13,Division 1
1/21/2017,Western Michigan,Away,54,Buffalo,66,Home,,Loss,-12,0.28,3.47,Division 1
1/21/2017,Cal Poly,Home,92,Long Beach State,98,Away,,Loss,-6,-5.16,-3.44,Division 1
1/21/2017,Bucknell,Home,70,Boston University,59,Away,,Win,11,8.74,2.34,Division 1
1/21/2017,Buffalo,Home,66,Western Michigan,54,Away,,Win,12,3.47,0.28,Division 1
1/21/2017,Utah Valley,Away,65,Cal State Bakersfield,68,Home,,Loss,-3,3.58,8.16,Division 1
1/21/2017,Cal State Northridge,Home,73,UC-Irvine,105,Away,,Loss,-32,-3.30,5.63,Division 1
1/21/2017,Long Beach State,Away,98,Cal Poly,92,Home,,Win,6,-3.44,-5.16,Division 1
1/21/2017,Cal State Bakersfield,Home,68,Utah Valley,65,Away,,Win,3,8.16,3.58,Division 1
1/21/2017,Boston University,Away,59,Bucknell,70,Home,,Loss,-11,2.34,8.74,Division 1
1/21/2017,Bethune-Cookman,Home,79,Maryland-Eastern Shore,82,Away,,Loss,-3,-6.72,-4.68,Division 1
1/21/2017,Maryland-Eastern Shore,Away,82,Bethune-Cookman,79,Home,,Win,3,-4.68,-6.72,Division 1
1/21/2017,Belmont,Home,82,Tennessee Tech,70,Away,,Win,12,8.18,-0.72,Division 1
1/21/2017,Tennessee Tech,Away,70,Belmont,82,Home,,Loss,-12,-0.72,8.18,Division 1
1/21/2017,Ball State,Away,74,Bowling Green State,79,Home,,Loss,-5,3.58,-3.06,Division 1
1/21/2017,Bowling Green State,Home,79,Ball State,74,Away,,Win,5,-3.06,3.58,Division 1
1/21/2017,Boston College,Home,82,North Carolina,90,Away,,Loss,-8,-5.88,14.29,Division 1
1/21/2017,North Carolina,Away,90,Boston College,82,Home,,Win,8,14.29,-5.88,Division 1
1/21/2017,Florida,Home,66,Vanderbilt,68,Away,,Loss,-2,11.72,3.12,Division 1
1/21/2017,Toledo,Away,61,Kent State,85,Home,,Loss,-24,3.39,4.60,Division 1
1/21/2017,Kentucky,Home,85,South Carolina,69,Away,,Win,16,14.35,7.59,Division 1
1/21/2017,West Virginia,Away,75,Kansas State,79,Home,,Loss,-4,15.65,4.79,Division 1
1/21/2017,Kent State,Home,85,Toledo,61,Away,,Win,24,4.60,3.39,Division 1
1/21/2017,Lehigh,Home,75,Lafayette,68,Away,,Win,7,5.34,-9.57,Division 1
1/21/2017,Liberty,Home,48,Winthrop,61,Away,,Loss,-13,3.31,9.53,Division 1
1/21/2017,South Carolina,Away,69,Kentucky,85,Home,,Loss,-16,7.59,14.35,Division 1
1/21/2017,Lafayette,Away,68,Lehigh,75,Home,,Loss,-7,-9.57,5.34,Division 1
1/21/2017,Kansas State,Home,79,West Virginia,75,Away,,Win,4,4.79,15.65,Division 1
1/21/2017,Denver,Away,78,IUPUI,74,Home,,Win,4,1.13,-0.53,Division 1
1/21/2017,IUPUI,Home,74,Denver,78,Away,,Loss,-4,-0.53,1.13,Division 1
1/21/2017,Indiana,Home,82,Michigan State,75,Away,,Win,7,7.03,3.36,Division 1
1/21/2017,Michigan State,Away,75,Indiana,82,Home,,Loss,-7,3.36,7.03,Division 1
1/21/2017,Kansas,Home,79,Texas,67,Away,,Win,12,10.34,-1.76,Division 1
1/21/2017,Texas,Away,67,Kansas,79,Home,,Loss,-12,-1.76,10.34,Division 1
1/21/2017,Jacksonville,Home,71,Kennesaw State,81,Away,,Loss,-10,2.56,-1.72,Division 1
1/21/2017,Kennesaw State,Away,81,Jacksonville,71,Home,,Win,10,-1.72,2.56,Division 1
1/21/2017,Winthrop,Away,61,Liberty,48,Home,,Win,13,9.53,3.31,Division 1
1/21/2017,Michigan,Home,66,Illinois,57,Away,,Win,9,9.26,1.91,Division 1
1/21/2017,Minnesota,Home,76,Wisconsin,78,Away,,Loss,-2,6.18,10.53,Division 1
1/21/2017,Northwestern State,Away,78,McNeese State,65,Home,,Win,13,-3.34,-8.59,Division 1
1/21/2017,Illinois,Away,57,Michigan,66,Home,,Loss,-9,1.91,9.26,Division 1
1/21/2017,Prairie View,Away,87,Mississippi Valley State,72,Home,,Win,15,-4.33,-13.50,Division 1
1/21/2017,Mississippi,Away,75,Missouri,71,Home,,Win,4,1.67,-3.75,Division 1
1/21/2017,Wisconsin,Away,78,Minnesota,76,Home,,Win,2,10.53,6.18,Division 1
1/21/2017,Mississippi Valley State,Home,72,Prairie View,87,Away,,Loss,-15,-13.50,-4.33,Division 1
1/21/2017,McNeese State,Home,65,Northwestern State,78,Away,,Loss,-13,-8.59,-3.34,Division 1
1/21/2017,Evansville,Away,61,Loyola (IL),67,Home,,Loss,-6,0.82,6.59,Division 1
1/21/2017,Loyola (IL),Home,67,Evansville,61,Away,,Win,6,6.59,0.82,Division 1
1/21/2017,Louisiana Tech,Home,81,North Texas,57,Away,,Win,24,10.73,-6.10,Division 1
1/21/2017,North Texas,Away,57,Louisiana Tech,81,Home,,Loss,-24,-6.10,10.73,Division 1
1/21/2017,Fordham,Away,71,Massachusetts,68,Home,,Win,3,-2.41,-0.03,Division 1
1/21/2017,Massachusetts,Home,68,Fordham,71,Away,,Loss,-3,-0.03,-2.41,Division 1
1/21/2017,Marshall,Home,94,Western Kentucky,80,Away,,Win,14,1.66,-2.91,Division 1
1/21/2017,Western Kentucky,Away,80,Marshall,94,Home,,Loss,-14,-2.91,1.66,Division 1
1/21/2017,Gardner-Webb,Home,78,Presbyterian,61,Away,,Win,17,6.88,-13.63,Division 1
1/21/2017,Presbyterian,Away,61,Gardner-Webb,78,Home,,Loss,-17,-13.63,6.88,Division 1
1/21/2017,Furman,Home,89,Virginia Military Institute,72,Away,,Win,17,8.13,-9.63,Division 1
1/21/2017,Virginia Military Institute,Away,72,Furman,89,Home,,Loss,-17,-9.63,8.13,Division 1
1/21/2017,Coastal Carolina,Away,56,Georgia State,76,Home,,Loss,-20,-0.70,4.56,Division 1
1/21/2017,Georgia State,Home,76,Coastal Carolina,56,Away,,Win,20,4.56,-0.70,Division 1
1/21/2017,Appalachian State,Away,88,Georgia Southern,92,Home,,Loss,-4,-2.37,3.03,Division 1
1/21/2017,Georgia Southern,Home,92,Appalachian State,88,Away,,Win,4,3.03,-2.37,Division 1
1/21/2017,Louisville,Away,68,Florida State,73,Home,,Loss,-5,11.69,11.18,Division 1
1/21/2017,Middle Tennessee,Away,86,Florida Atlantic,57,Home,,Win,29,11.71,-3.77,Division 1
1/21/2017,Florida Gulf Coast,Home,84,NJIT,71,Away,,Win,13,10.64,-2.23,Division 1
1/21/2017,Vanderbilt,Away,68,Florida,66,Home,,Win,2,3.12,11.72,Division 1
1/21/2017,Florida Atlantic,Home,57,Middle Tennessee,86,Away,,Loss,-29,-3.77,11.71,Division 1
1/21/2017,Florida International,Home,94,Alabama-Birmingham,85,Away,,Win,9,-3.35,1.61,Division 1
1/21/2017,Florida State,Home,73,Louisville,68,Away,,Win,5,11.18,11.69,Division 1
1/21/2017,NJIT,Away,71,Florida Gulf Coast,84,Home,,Loss,-13,-2.23,10.64,Division 1
1/21/2017,Alabama-Birmingham,Away,85,Florida International,94,Home,,Loss,-9,1.61,-3.35,Division 1
1/21/2017,Gonzaga,Home,73,Portland,52,Away,,Win,21,23.42,-5.09,Division 1
1/21/2017,Idaho,Home,65,Northern Arizona,49,Away,,Win,16,1.68,-6.84,Division 1
1/21/2017,Northern Arizona,Away,49,Idaho,65,Home,,Loss,-16,-6.84,1.68,Division 1
1/21/2017,Hofstra,Home,78,Northeastern,73,Away,,Win,5,0.59,0.13,Division 1
1/21/2017,Northeastern,Away,73,Hofstra,78,Home,,Loss,-5,0.13,0.59,Division 1
1/21/2017,Incarnate Word,Home,70,Stephen F. Austin,68,Away,,Win,2,-3.72,1.28,Division 1
1/21/2017,Stephen F. Austin,Away,68,Incarnate Word,70,Home,,Loss,-2,1.28,-3.72,Division 1
1/21/2017,Drake,Away,58,Illinois State,72,Home,,Loss,-14,-5.87,7.85,Division 1
1/21/2017,Illinois State,Home,72,Drake,58,Away,,Win,14,7.85,-5.87,Division 1
1/21/2017,Hawaii,Home,70,UC-Davis,76,Away,,Loss,-6,-0.20,1.56,Division 1
1/21/2017,Jackson State,Away,57,Grambling,72,Home,,Loss,-15,-2.38,-1.55,Division 1
1/21/2017,Grand Canyon,Home,61,Seattle,59,Away,,Win,2,5.77,-1.67,Division 1
1/21/2017,Portland,Away,52,Gonzaga,73,Home,,Loss,-21,-5.09,23.42,Division 1
1/21/2017,Grambling,Home,72,Jackson State,57,Away,,Win,15,-1.55,-2.38,Division 1
1/21/2017,Harvard,Home,82,Dartmouth,68,Away,,Win,14,6.07,-7.70,Division 1
1/21/2017,UC-Davis,Away,76,Hawaii,70,Home,,Win,6,1.56,-0.20,Division 1
1/21/2017,Seattle,Away,59,Grand Canyon,61,Home,,Loss,-2,-1.67,5.77,Division 1
1/21/2017,Dartmouth,Away,68,Harvard,82,Home,,Loss,-14,-7.70,6.07,Division 1
1/22/2017,Ohio State,Home,72,Northwestern,74,Away,,Loss,-2,3.03,6.03,Division 1
1/22/2017,Northwestern,Away,74,Ohio State,72,Home,,Win,2,6.03,3.03,Division 1
1/22/2017,George Mason,Away,82,Richmond,77,Home,,Win,5,2.94,2.59,Division 1
1/22/2017,Seton Hall,Home,86,St. John's (NY),73,Away,,Win,13,3.13,-1.94,Division 1
1/22/2017,Richmond,Home,77,George Mason,82,Away,,Loss,-5,2.59,2.94,Division 1
1/22/2017,Fairfield,Away,49,Monmouth,91,Home,,Loss,-42,-0.77,8.03,Division 1
1/22/2017,Youngstown State,Away,85,Milwaukee,94,Home,,Loss,-9,-5.38,-4.20,Division 1
1/22/2017,Monmouth,Home,91,Fairfield,49,Away,,Win,42,8.03,-0.77,Division 1
1/22/2017,Northern Kentucky,Home,101,Detroit Mercy,87,Away,,Win,14,4.74,-7.84,Division 1
1/22/2017,Detroit Mercy,Away,87,Northern Kentucky,101,Home,,Loss,-14,-7.84,4.74,Division 1
1/22/2017,St. John's (NY),Away,73,Seton Hall,86,Home,,Loss,-13,-1.94,3.13,Division 1
1/22/2017,Oakland,Away,67,Wright State,88,Home,,Loss,-21,8.72,4.63,Division 1
1/22/2017,Virginia Commonwealth,Home,90,La Salle,52,Away,,Win,38,8.26,-1.03,Division 1
1/22/2017,Wright State,Home,88,Oakland,67,Away,,Win,21,4.63,8.72,Division 1
1/22/2017,Xavier,Home,86,Georgetown,75,Away,,Win,11,3.26,1.88,Division 1
1/22/2017,Georgetown,Away,75,Xavier,86,Home,,Loss,-11,1.88,3.26,Division 1
1/22/2017,Southern California,Home,82,Arizona State,79,Away,,Win,3,5.52,-3.09,Division 1
1/22/2017,Arizona State,Away,79,Southern California,82,Home,,Loss,-3,-3.09,5.52,Division 1
1/22/2017,Illinois-Chicago,Away,65,Valparaiso,96,Home,,Loss,-31,-0.15,6.75,Division 1
1/22/2017,La Salle,Away,52,Virginia Commonwealth,90,Home,,Loss,-38,-1.03,8.26,Division 1
1/22/2017,Valparaiso,Home,96,Illinois-Chicago,65,Away,,Win,31,6.75,-0.15,Division 1
1/22/2017,Connecticut,Home,72,East Carolina,65,Away,,Win,7,0.94,-1.82,Division 1
1/22/2017,Virginia Tech,Away,82,Clemson,81,Home,,Win,1,4.84,3.50,Division 1
1/22/2017,East Carolina,Away,65,Connecticut,72,Home,,Loss,-7,-1.82,0.94,Division 1
1/22/2017,Saint Louis,Away,46,Dayton,67,Home,,Loss,-21,-7.94,9.94,Division 1
1/22/2017,Dayton,Home,67,Saint Louis,46,Away,,Win,21,9.94,-7.94,Division 1
1/22/2017,Maine,Away,63,Albany (NY),81,Home,,Loss,-18,-10.34,5.85,Division 1
1/22/2017,Albany (NY),Home,81,Maine,63,Away,,Win,18,5.85,-10.34,Division 1
1/22/2017,Binghamton,Home,71,Stony Brook,67,Away,,Win,4,-2.97,0.35,Division 1
1/22/2017,Clemson,Home,81,Virginia Tech,82,Away,,Loss,-1,3.50,4.84,Division 1
1/22/2017,Stony Brook,Away,67,Binghamton,71,Home,,Loss,-4,0.35,-2.97,Division 1
1/22/2017,East Tennessee State,Home,79,Wofford,72,Away,,Win,7,10.56,3.45,Division 1
1/22/2017,Massachusetts-Lowell,Home,86,Maryland-Baltimore County,102,Away,,Loss,-16,-2.84,4.27,Division 1
1/22/2017,Maryland-Baltimore County,Away,102,Massachusetts-Lowell,86,Home,,Win,16,4.27,-2.84,Division 1
1/22/2017,Central Florida,Away,65,Memphis,70,Home,,Loss,-5,6.59,3.28,Division 1
1/22/2017,Milwaukee,Home,94,Youngstown State,85,Away,,Win,9,-4.20,-5.38,Division 1
1/22/2017,Memphis,Home,70,Central Florida,65,Away,,Win,5,3.28,6.59,Division 1
1/22/2017,Hartford,Home,56,New Hampshire,81,Away,,Loss,-25,-10.28,5.03,Division 1
1/22/2017,Wofford,Away,72,East Tennessee State,79,Home,,Loss,-7,3.45,10.56,Division 1
1/22/2017,New Hampshire,Away,81,Hartford,56,Home,,Win,25,5.03,-10.28,Division 1
1/22/2017,Siena,Away,81,Manhattan,68,Home,,Win,13,0.24,-7.06,Division 1
1/22/2017,Manhattan,Home,68,Siena,81,Away,,Loss,-13,-7.06,0.24,Division 1
1/23/2017,Oklahoma State,Home,89,Texas Christian,76,Away,,Win,13,7.50,3.59,Division 1
1/23/2017,North Carolina Central,Home,74,Howard,39,Away,,Win,35,11.73,-7.94,Division 1
1/23/2017,Howard,Away,39,North Carolina Central,74,Home,,Loss,-35,-7.94,11.73,Division 1
1/23/2017,Portland,Home,64,Gonzaga,83,Away,,Loss,-19,-5.09,23.42,Division 1
1/23/2017,Gonzaga,Away,83,Portland,64,Home,,Win,19,23.42,-5.09,Division 1
1/23/2017,Texas Christian,Away,76,Oklahoma State,89,Home,,Loss,-13,3.59,7.50,Division 1
1/23/2017,Mississippi Valley State,Home,103,Texas Southern,89,Away,,Win,14,-13.50,2.65,Division 1
1/23/2017,Quinnipiac,Away,74,Iona,84,Home,,Loss,-10,-6.65,4.12,Division 1
1/23/2017,Iona,Home,84,Quinnipiac,74,Away,,Win,10,4.12,-6.65,Division 1
1/23/2017,Niagara,Home,91,Canisius,84,Away,,Win,7,-3.97,0.82,Division 1
1/23/2017,Canisius,Away,84,Niagara,91,Home,,Loss,-7,0.82,-3.97,Division 1
1/23/2017,Texas Southern,Away,89,Mississippi Valley State,103,Home,,Loss,-14,2.65,-13.50,Division 1
1/23/2017,Louisiana-Lafayette,Away,71,Texas-Arlington,108,Home,,Loss,-37,5.64,8.30,Division 1
1/23/2017,Texas,Home,84,Oklahoma,83,Away,,Win,1,-1.76,-1.19,Division 1
1/23/2017,Oklahoma,Away,83,Texas,84,Home,,Loss,-1,-1.19,-1.76,Division 1
1/23/2017,Texas State,Home,63,Louisiana-Monroe,57,Away,,Win,6,4.15,-3.06,Division 1
1/23/2017,Louisiana-Monroe,Away,57,Texas State,63,Home,,Loss,-6,-3.06,4.15,Division 1
1/23/2017,Texas-Arlington,Home,108,Louisiana-Lafayette,71,Away,,Win,37,8.30,5.64,Division 1
1/23/2017,Delaware State,Away,79,Savannah State,94,Home,,Loss,-15,-6.66,-6.21,Division 1
1/23/2017,Saint Peter's,Home,56,Rider,51,Away,,Win,5,4.72,-0.06,Division 1
1/23/2017,Rider,Away,51,Saint Peter's,56,Home,,Loss,-5,-0.06,4.72,Division 1
1/23/2017,South Carolina State,Home,75,Morgan State,77,Away,,Loss,-2,-10.29,-3.20,Division 1
1/23/2017,Morgan State,Away,77,South Carolina State,75,Home,,Win,2,-3.20,-10.29,Division 1
1/23/2017,Savannah State,Home,94,Delaware State,79,Away,,Win,15,-6.21,-6.66,Division 1
1/23/2017,Arkansas State,Home,74,South Alabama,62,Away,,Win,12,4.22,-1.19,Division 1
1/23/2017,Prairie View,Away,68,Arkansas-Pine Bluff,71,Home,,Loss,-3,-4.33,-10.72,Division 1
1/23/2017,Arkansas-Pine Bluff,Home,71,Prairie View,68,Away,,Win,3,-10.72,-4.33,Division 1
1/23/2017,Norfolk State,Away,74,Coppin State,64,Home,,Win,10,-1.42,-12.56,Division 1
1/23/2017,Coppin State,Home,64,Norfolk State,74,Away,,Loss,-10,-12.56,-1.42,Division 1
1/23/2017,South Alabama,Away,62,Arkansas State,74,Home,,Loss,-12,-1.19,4.22,Division 1
1/23/2017,Alabama State,Home,79,Southern,65,Away,,Win,14,-8.48,-1.18,Division 1
1/23/2017,Alcorn State,Away,81,Alabama A&M,70,Home,,Win,11,1.44,-15.97,Division 1
1/23/2017,Alabama A&M,Home,70,Alcorn State,81,Away,,Loss,-11,-15.97,1.44,Division 1
1/23/2017,Troy,Away,78,Arkansas-Little Rock,69,Home,,Win,9,6.78,0.09,Division 1
1/23/2017,Arkansas-Little Rock,Home,69,Troy,78,Away,,Loss,-9,0.09,6.78,Division 1
1/23/2017,Southern,Away,65,Alabama State,79,Home,,Loss,-14,-1.18,-8.48,Division 1
1/23/2017,Cleveland State,Away,73,Green Bay,83,Home,,Loss,-10,-4.48,3.10,Division 1
1/23/2017,Georgia State,Home,83,Appalachian State,72,Away,,Win,11,4.56,-2.37,Division 1
1/23/2017,Appalachian State,Away,72,Georgia State,83,Home,,Loss,-11,-2.37,4.56,Division 1
1/23/2017,Holy Cross,Home,63,American,55,Away,,Win,8,-1.75,-6.80,Division 1
1/23/2017,American,Away,55,Holy Cross,63,Home,,Loss,-8,-6.80,-1.75,Division 1
1/23/2017,Green Bay,Home,83,Cleveland State,73,Away,,Win,10,3.10,-4.48,Division 1
1/23/2017,Florida A&M,Home,79,Maryland-Eastern Shore,86,Away,,Loss,-7,-7.07,-4.68,Division 1
1/23/2017,North Carolina State,Away,84,Duke,82,Home,,Win,2,-2.00,10.83,Division 1
1/23/2017,Duke,Home,82,North Carolina State,84,Away,,Loss,-2,10.83,-2.00,Division 1
1/23/2017,Georgia Southern,Home,91,Coastal Carolina,80,Away,,Win,11,3.03,-0.70,Division 1
1/23/2017,Coastal Carolina,Away,80,Georgia Southern,91,Home,,Loss,-11,-0.70,3.03,Division 1
1/23/2017,Maryland-Eastern Shore,Away,86,Florida A&M,79,Home,,Win,7,-4.68,-7.07,Division 1
1/24/2017,South Carolina,Home,98,Auburn,69,Away,,Win,29,7.59,0.84,Division 1
1/24/2017,Auburn,Away,69,South Carolina,98,Home,,Loss,-29,0.84,7.59,Division 1
1/24/2017,Pittsburgh,Home,51,Louisville,106,Away,,Loss,-55,-1.82,11.69,Division 1
1/24/2017,Syracuse,Home,81,Wake Forest,76,Away,,Win,5,5.31,4.75,Division 1
1/24/2017,St. Bonaventure,Home,67,Saint Joseph's,63,Away,,Win,4,4.47,-3.55,Division 1
1/24/2017,Saint Joseph's,Away,63,St. Bonaventure,67,Home,,Loss,-4,-3.55,4.47,Division 1
1/24/2017,Virginia,Away,71,Notre Dame,54,Home,,Win,17,10.97,8.79,Division 1
1/24/2017,Notre Dame,Home,54,Virginia,71,Away,,Loss,-17,8.79,10.97,Division 1
1/24/2017,Northern Illinois,Home,66,Kent State,73,Away,,Loss,-7,1.53,4.60,Division 1
1/24/2017,Louisville,Away,106,Pittsburgh,51,Home,,Win,55,11.69,-1.82,Division 1
1/24/2017,Toledo,Away,79,Ohio,76,Home,,Win,3,3.39,7.13,Division 1
1/24/2017,Ohio,Home,76,Toledo,79,Away,,Loss,-3,7.13,3.39,Division 1
1/24/2017,Wake Forest,Away,76,Syracuse,81,Home,,Loss,-5,4.75,5.31,Division 1
1/24/2017,Southern Illinois,Away,45,Wichita State,87,Home,,Loss,-42,-0.88,19.62,Division 1
1/24/2017,Western Michigan,Home,80,Akron,90,Away,,Loss,-10,0.28,6.91,Division 1
1/24/2017,Akron,Away,90,Western Michigan,80,Home,,Win,10,6.91,0.28,Division 1
1/24/2017,Wisconsin,Home,82,Penn State,55,Away,,Win,27,10.53,-1.00,Division 1
1/24/2017,Penn State,Away,55,Wisconsin,82,Home,,Loss,-27,-1.00,10.53,Division 1
1/24/2017,Wichita State,Home,87,Southern Illinois,45,Away,,Win,42,19.62,-0.88,Division 1
1/24/2017,Arkansas,Away,71,Vanderbilt,70,Home,,Win,1,5.79,3.12,Division 1
1/24/2017,Tennessee,Home,82,Kentucky,80,Away,,Win,2,1.50,14.35,Division 1
1/24/2017,Kentucky,Away,80,Tennessee,82,Home,,Loss,-2,14.35,1.50,Division 1
1/24/2017,West Virginia,Home,85,Kansas,69,Away,,Win,16,15.65,10.34,Division 1
1/24/2017,Kansas,Away,69,West Virginia,85,Home,,Loss,-16,10.34,15.65,Division 1
1/24/2017,Vanderbilt,Home,70,Arkansas,71,Away,,Loss,-1,3.12,5.79,Division 1
1/24/2017,Houston,Home,65,Tulane,51,Away,,Win,14,9.25,-8.23,Division 1
1/24/2017,Eastern Michigan,Home,80,Ball State,88,Away,,Loss,-8,4.76,3.58,Division 1
1/24/2017,Ball State,Away,88,Eastern Michigan,80,Home,,Win,8,3.58,4.76,Division 1
1/24/2017,Kansas State,Away,65,Iowa State,70,Home,,Loss,-5,4.79,8.88,Division 1
1/24/2017,Iowa State,Home,70,Kansas State,65,Away,,Win,5,8.88,4.79,Division 1
1/24/2017,Tulane,Away,51,Houston,65,Home,,Loss,-14,-8.23,9.25,Division 1
1/24/2017,Bowling Green State,Away,76,Central Michigan,82,Home,,Loss,-6,-3.06,0.59,Division 1
1/24/2017,San Diego State,Away,57,Air Force,60,Home,,Loss,-3,5.94,-2.00,Division 1
1/24/2017,Air Force,Home,60,San Diego State,57,Away,,Win,3,-2.00,5.94,Division 1
1/24/2017,Duquesne,Away,60,Davidson,74,Home,,Loss,-14,-3.75,2.19,Division 1
1/24/2017,Davidson,Home,74,Duquesne,60,Away,,Win,14,2.19,-3.75,Division 1
1/24/2017,Central Michigan,Home,82,Bowling Green State,76,Away,,Win,6,0.59,-3.06,Division 1
1/24/2017,Marquette,Home,74,Villanova,72,Away,,Win,2,7.52,14.88,Division 1
1/24/2017,Missouri State,Home,71,Drake,72,Away,,Loss,-1,3.82,-5.87,Division 1
1/24/2017,Drake,Away,72,Missouri State,71,Home,,Win,1,-5.87,3.82,Division 1
1/24/2017,Purdue,Away,84,Michigan State,73,Home,,Win,11,12.97,3.36,Division 1
1/24/2017,Kent State,Away,73,Northern Illinois,66,Home,,Win,7,4.60,1.53,Division 1
1/24/2017,Utah State,Away,61,New Mexico,74,Home,,Loss,-13,2.78,0.97,Division 1
1/24/2017,New Mexico,Home,74,Utah State,61,Away,,Win,13,0.97,2.78,Division 1
1/24/2017,Rutgers,Away,55,Maryland,67,Home,,Loss,-12,-1.58,6.34,Division 1
1/24/2017,Maryland,Home,67,Rutgers,55,Away,,Win,12,6.34,-1.58,Division 1
1/24/2017,Villanova,Away,72,Marquette,74,Home,,Loss,-2,14.88,7.52,Division 1
1/24/2017,Michigan State,Home,73,Purdue,84,Away,,Loss,-11,3.36,12.97,Division 1
1/24/2017,Miami (OH),Home,75,Buffalo,74,Away,,Win,1,-4.22,3.47,Division 1
1/24/2017,Buffalo,Away,74,Miami (OH),75,Home,,Loss,-1,3.47,-4.22,Division 1
1/25/2017,New Hampshire,Home,80,Massachusetts-Lowell,71,Away,,Win,9,5.03,-2.84,Division 1
1/25/2017,North Dakota State,Home,81,Oral Roberts,71,Away,,Win,10,3.33,-4.87,Division 1
1/25/2017,Oral Roberts,Away,71,North Dakota State,81,Home,,Loss,-10,-4.87,3.33,Division 1
1/25/2017,Massachusetts-Lowell,Away,71,New Hampshire,80,Home,,Loss,-9,-2.84,5.03,Division 1
1/25/2017,Texas A&M,Away,80,Mississippi,76,Home,,Win,4,2.39,1.67,Division 1
1/25/2017,Mississippi State,Home,89,Missouri,74,Away,,Win,15,1.22,-3.75,Division 1
1/25/2017,Missouri,Away,74,Mississippi State,89,Home,,Loss,-15,-3.75,1.22,Division 1
1/25/2017,Minnesota,Away,72,Ohio State,78,Home,,Loss,-6,6.18,3.03,Division 1
1/25/2017,Ohio State,Home,78,Minnesota,72,Away,,Win,6,3.03,6.18,Division 1
1/25/2017,Providence,Home,86,St. John's (NY),91,Away,,Loss,-5,3.63,-1.94,Division 1
1/25/2017,Northern Iowa,Home,61,Evansville,54,Away,,Win,7,-2.57,0.82,Division 1
1/25/2017,Florida Gulf Coast,Away,86,North Florida,82,Home,,Win,4,10.64,-1.09,Division 1
1/25/2017,North Florida,Home,82,Florida Gulf Coast,86,Away,,Loss,-4,-1.09,10.64,Division 1
1/25/2017,Evansville,Away,54,Northern Iowa,61,Home,,Loss,-7,0.82,-2.57,Division 1
1/25/2017,Mississippi,Home,76,Texas A&M,80,Away,,Loss,-4,1.67,2.39,Division 1
1/25/2017,Lipscomb,Home,84,South Carolina Upstate,77,Away,,Win,7,7.33,2.16,Division 1
1/25/2017,South Carolina Upstate,Away,77,Lipscomb,84,Home,,Loss,-7,2.16,7.33,Division 1
1/25/2017,Florida,Away,106,Louisiana State,71,Home,,Win,35,11.72,-8.16,Division 1
1/25/2017,Texas A&M-Corpus Christi,Away,69,Lamar,66,Home,,Win,3,2.68,6.03,Division 1
1/25/2017,Bucknell,Away,78,Lafayette,55,Home,,Win,23,8.74,-9.57,Division 1
1/25/2017,Lafayette,Home,55,Bucknell,78,Away,,Loss,-23,-9.57,8.74,Division 1
1/25/2017,Lamar,Home,66,Texas A&M-Corpus Christi,69,Away,,Loss,-3,6.03,2.68,Division 1
1/25/2017,Loyola (MD),Home,65,Holy Cross,62,Away,,Win,3,-2.58,-1.75,Division 1
1/25/2017,Boston College,Away,77,Miami (FL),78,Home,,Loss,-1,-5.88,5.69,Division 1
1/25/2017,Miami (FL),Home,78,Boston College,77,Away,,Win,1,5.69,-5.88,Division 1
1/25/2017,Holy Cross,Away,62,Loyola (MD),65,Home,,Loss,-3,-1.75,-2.58,Division 1
1/25/2017,Louisiana State,Home,71,Florida,106,Away,,Loss,-35,-8.16,11.72,Division 1
1/25/2017,Bradley,Away,50,Loyola (IL),70,Home,,Loss,-20,-5.15,6.59,Division 1
1/25/2017,Loyola (IL),Home,70,Bradley,50,Away,,Win,20,6.59,-5.15,Division 1
1/25/2017,Central Arkansas,Away,76,Stephen F. Austin,78,Home,,Loss,-2,-9.28,1.28,Division 1
1/25/2017,Stephen F. Austin,Home,78,Central Arkansas,76,Away,,Win,2,1.28,-9.28,Division 1
1/25/2017,Maryland-Baltimore County,Away,73,Stony Brook,83,Home,,Loss,-10,4.27,0.35,Division 1
1/25/2017,Tennessee State,Away,76,Southern Illinois-Edwardsville,56,Home,,Win,20,3.40,-7.93,Division 1
1/25/2017,Southern California,Home,84,UCLA,76,Away,,Win,8,5.52,15.03,Division 1
