Date,Opponent,Opponent Differential,Team,Team Differential,at_home,at_opp,opp_avg_Score,opp_avg_ScoreAllowed,opp_losses,opp_wins,team_avg_Score,team_avg_ScoreAllowed,team_losses,team_wins,team_won 
01/07/2017,South Carolina Upstate,2.16,NJIT,-2.23,0,1,79.47058823529412,75.41176470588235,7,10,75.25,72.125,8,8,0
01/07/2017,San Francisco,4.66,Saint Mary's (CA),15.5,0,1,77.4375,70.75,5,11,74.92857142857143,58.57142857142857,1,13,1
01/07/2017,Sam Houston State,3.0,Nicholls State,-4.77,0,1,77.375,73.25,6,10,77.0,79.73333333333333,6,9,0
01/07/2017,Seton Hall,3.13,DePaul,-5.69,0,1,76.35714285714286,69.28571428571429,3,11,72.46666666666667,70.66666666666667,8,7,0
01/07/2017,San Jose State,-1.67,Fresno State,3.69,0,1,75.0,71.84615384615384,6,7,74.93333333333334,70.0,5,10,0
01/07/2017,Syracuse,5.31,Pittsburgh,-1.82,0,1,76.53333333333333,65.73333333333333,6,9,82.33333333333333,75.8,3,12,0
01/07/2017,Stetson,-5.72,Florida Gulf Coast,10.64,0,1,77.5,81.0625,9,7,80.6875,68.75,5,11,1
01/07/2017,Tennessee State,3.4,Tennessee-Martin,2.0,0,1,71.26666666666667,65.8,5,10,78.72222222222223,77.05555555555556,7,11,0
01/07/2017,Temple,-0.25,East Carolina,-1.82,0,1,70.9375,71.5,7,9,63.0625,60.6875,7,9,0
01/07/2017,Southern Methodist,14.71,South Florida,-9.67,0,1,72.25,58.75,3,13,67.23076923076923,68.6923076923077,7,6,0
01/07/2017,South Dakota State,0.18,Nebraska-Omaha,0.38,0,1,72.11111111111111,75.72222222222223,10,8,80.5625,83.6875,9,7,1
01/07/2017,St. Bonaventure,4.47,George Mason,2.94,0,1,84.35714285714286,78.28571428571429,5,9,75.86666666666666,69.2,4,11,0
01/07/2017,Texas-El Paso,0.47,Southern Mississippi,-9.26,1,0,67.28571428571429,72.85714285714286,12,2,61.0,72.28571428571429,10,4,1
01/07/2017,UC-Riverside,-4.17,Long Beach State,-3.44,1,0,66.53846153846153,71.6923076923077,10,3,71.6470588235294,81.23529411764706,12,5,1
01/07/2017,Citadel,-4.76,Virginia Military Institute,-9.63,0,1,98.29411764705883,101.17647058823529,9,8,66.92307692307692,76.84615384615384,10,3,0
01/07/2017,Coastal Carolina,-0.7,Arkansas State,4.22,0,1,72.66666666666667,73.73333333333333,9,6,75.6,67.53333333333333,4,11,0
01/07/2017,Chicago State,-13.19,New Mexico State,11.7,0,1,67.0,79.58823529411765,13,4,78.0625,66.3125,2,14,1
01/07/2017,College of Charleston,4.79,Hofstra,0.59,0,1,64.0625,59.125,4,12,78.5,75.625,7,9,0
01/07/2017,Colorado State,5.15,Air Force,-2.0,0,1,72.75,67.6875,6,10,78.2,72.8,7,8,0
01/07/2017,UC-Irvine,5.63,Hawaii,-0.2,0,1,67.82352941176471,66.76470588235294,9,8,64.57142857142857,64.71428571428571,8,6,0
01/07/2017,Mount St. Mary's,-0.26,Central Connecticut State,-9.83,1,0,65.625,73.5625,12,4,63.214285714285715,76.14285714285714,12,2,0
01/07/2017,Cal Poly,-5.16,UC-Davis,1.56,1,0,65.92857142857143,72.07142857142857,9,5,72.0625,70.75,7,9,1
01/07/2017,Chattanooga,5.87,Furman,8.13,0,1,78.46666666666667,66.8,4,11,74.375,64.5,6,10,0
01/07/2017,Eastern Illinois,2.97,Eastern Kentucky,-4.29,1,0,75.0,67.53333333333333,7,8,74.58823529411765,77.76470588235294,9,8,0
01/07/2017,Eastern Michigan,4.76,Buffalo,3.47,0,1,84.92857142857143,72.92857142857143,5,9,74.85714285714286,74.35714285714286,8,6,1
01/07/2017,Boston College,-5.88,Duke,10.83,1,0,74.06666666666666,72.73333333333333,7,8,84.73333333333333,63.333333333333336,2,13,1
01/07/2017,Eastern Washington,3.42,Montana,1.34,0,1,76.2,76.53333333333333,5,10,72.3125,72.375,9,7,1
01/07/2017,Towson,4.97,Elon,3.47,1,0,71.3125,67.0625,8,8,76.1875,73.5625,8,8,1
01/07/2017,Columbia,-0.89,Howard,-7.94,0,1,76.25,75.83333333333333,7,5,60.86666666666667,74.53333333333333,12,3,0
01/07/2017,Harvard,6.07,Dartmouth,-7.7,1,0,69.0,65.72727272727273,5,6,66.23076923076923,73.07692307692308,10,3,0
01/07/2017,Delaware,-6.79,North Carolina-Wilmington,10.24,0,1,63.1875,66.3125,9,7,86.5625,73.9375,2,14,1
01/07/2017,Arkansas-Pine Bluff,-10.72,Alabama State,-8.48,0,1,60.2,75.0,13,2,61.857142857142854,75.0,11,3,0
01/07/2017,Utah,10.84,Arizona State,-3.09,1,0,79.5,65.0,4,10,82.0,82.0625,7,9,0
01/07/2017,Bowling Green State,-3.06,Ball State,3.58,1,0,74.42857142857143,72.71428571428571,8,6,77.57142857142857,71.07142857142857,5,9,0
01/07/2017,Mississippi,1.67,Auburn,0.84,1,0,79.42857142857143,76.92857142857143,5,9,79.0,74.28571428571429,4,10,0
01/07/2017,Vanderbilt,3.12,Alabama,4.15,1,0,73.42857142857143,69.35714285714286,6,8,68.53846153846153,61.53846153846154,5,8,1
01/07/2017,Stephen F. Austin,1.28,Abilene Christian,-2.21,1,0,68.35714285714286,70.71428571428571,8,6,69.85714285714286,71.64285714285714,8,6,1
01/07/2017,Colorado,3.58,Arizona,10.82,1,0,74.26666666666667,68.13333333333334,5,10,73.75,60.0625,2,14,1
01/07/2017,Arkansas-Little Rock,0.09,Appalachian State,-2.37,1,0,73.2,68.6,5,10,77.53846153846153,74.23076923076923,8,5,0
01/07/2017,Pacific,-5.0,Brigham Young,7.09,1,0,70.25,70.1875,9,7,83.375,73.375,5,11,1
01/07/2017,Loyola (IL),6.59,Bradley,-5.15,1,0,77.5,67.1875,5,11,67.0625,71.1875,9,7,0
01/07/2017,Cal State Northridge,-3.3,Cal State Fullerton,2.42,1,0,79.57142857142857,84.64285714285714,9,5,77.42857142857143,74.57142857142857,7,7,0
01/07/2017,Seattle,-1.67,Cal State Bakersfield,8.16,1,0,73.26666666666667,73.0,7,8,72.66666666666667,63.06666666666667,6,9,1
01/07/2017,Southeast Missouri State,-0.12,Belmont,8.18,1,0,72.94117647058823,73.23529411764706,11,6,74.83333333333333,72.0,4,8,1
01/07/2017,Oklahoma State,7.5,Baylor,10.0,1,0,91.0,78.78571428571429,4,10,78.28571428571429,58.357142857142854,0,14,1
01/07/2017,San Diego State,5.94,Boise State,4.53,1,0,70.21428571428571,62.57142857142857,6,8,74.92857142857143,66.14285714285714,4,10,1
01/07/2017,Morgan State,-3.2,Bethune-Cookman,-6.72,1,0,65.71428571428571,76.35714285714286,10,4,71.0,82.64285714285714,11,3,0
01/07/2017,Iowa State,8.88,Texas,-1.76,0,1,81.0,63.84615384615385,4,9,70.42857142857143,66.5,7,7,0
01/07/2017,IPFW,8.87,Denver,1.13,0,1,89.1875,76.625,4,12,72.46666666666667,70.2,6,9,0
01/07/2017,Illinois State,7.85,Indiana State,-2.74,1,0,72.66666666666667,64.0,4,11,73.33333333333333,73.53333333333333,9,6,0
01/07/2017,Jacksonville,2.56,North Florida,-1.09,0,1,80.23529411764706,70.41176470588235,5,12,76.11764705882354,79.76470588235294,12,5,1
01/07/2017,Jacksonville State,2.09,Austin Peay,-6.13,0,1,70.47058823529412,70.58823529411765,8,9,76.75,85.625,12,4,0
01/07/2017,Idaho State,-10.39,Weber State,6.63,0,1,65.42857142857143,77.42857142857143,12,2,78.76923076923077,69.6923076923077,6,7,1
01/07/2017,New Orleans,3.77,Incarnate Word,-3.72,1,0,73.0,73.85714285714286,6,8,77.92857142857143,80.64285714285714,8,6,0
01/07/2017,Idaho,1.68,Montana State,0.91,0,1,68.46153846153847,68.92307692307692,8,5,80.25,80.4375,10,6,0
01/07/2017,Illinois,1.91,Indiana,7.03,1,0,78.13333333333334,71.2,4,11,85.26666666666667,68.73333333333333,5,10,1
01/07/2017,Lamar,6.03,Southeastern Louisiana,2.69,0,1,79.86666666666666,71.13333333333334,6,9,73.75,68.5,7,9,0
01/07/2017,Liberty,3.31,Campbell,0.79,0,1,67.25,66.0,9,7,78.06666666666666,73.06666666666666,6,9,0
01/07/2017,Duquesne,-3.75,La Salle,-1.03,1,0,71.8,71.8,7,8,81.0,79.33333333333333,5,7,1
01/07/2017,Kennesaw State,-1.72,Lipscomb,7.33,1,0,73.875,78.375,10,6,84.17647058823529,78.0,9,8,1
01/07/2017,Kansas,10.34,Texas Tech,6.25,0,1,86.78571428571429,69.85714285714286,1,13,79.78571428571429,61.142857142857146,2,12,0
01/07/2017,Oklahoma,-1.19,Kansas State,4.79,1,0,76.0,72.23076923076923,7,6,76.42857142857143,61.0,2,12,1
01/07/2017,Arkansas,5.79,Kentucky,14.35,1,0,82.64285714285714,70.85714285714286,2,12,94.0,71.07142857142857,2,12,1
01/07/2017,Saint Joseph's,-3.55,Fordham,-2.41,1,0,71.61538461538461,73.23076923076923,6,7,68.6,68.86666666666666,9,6,0
01/07/2017,Virginia Tech,4.84,Florida State,11.18,1,0,83.71428571428571,70.57142857142857,2,12,86.2,68.13333333333334,1,14,1
01/07/2017,Georgetown,1.88,Butler,7.9,0,1,77.53333333333333,71.53333333333333,7,8,77.2,64.13333333333334,2,13,1
01/07/2017,Gardner-Webb,6.88,Charleston Southern,-1.26,0,1,75.5,68.875,8,8,75.35714285714286,76.35714285714286,10,4,0
01/07/2017,Tennessee,1.5,Florida,11.72,1,0,78.64285714285714,73.21428571428571,6,8,78.57142857142857,66.28571428571429,3,11,1
01/07/2017,Fairleigh Dickinson,-2.23,Bryant,-3.28,0,1,73.85714285714286,80.14285714285714,9,5,71.93333333333334,79.0,11,4,0
01/07/2017,Florida International,-3.35,Florida Atlantic,-3.77,1,0,70.06666666666666,72.06666666666666,11,4,71.15384615384616,72.38461538461539,9,4,1
01/07/2017,Florida A&M,-7.07,Coppin State,-12.56,0,1,72.64285714285714,83.42857142857143,11,3,59.625,81.5625,14,2,0
01/07/2017,Utah Valley,3.58,Grand Canyon,5.77,1,0,80.66666666666667,76.0,7,8,70.73333333333333,68.73333333333333,6,9,1
01/07/2017,Southern,-1.18,Grambling,-1.55,1,0,72.4,74.26666666666667,10,5,72.53333333333333,77.73333333333333,9,6,0
01/07/2017,McNeese State,-8.59,Houston Baptist,2.07,1,0,70.35714285714286,81.35714285714286,9,5,78.15384615384616,77.84615384615384,7,6,1
01/07/2017,Houston,9.25,Cincinnati,13.65,0,1,77.875,62.5,3,13,80.14285714285714,61.642857142857146,2,12,1
01/07/2017,Troy,6.78,Georgia Southern,3.03,1,0,80.46666666666667,71.0,7,8,78.78571428571429,71.21428571428571,6,8,1
01/07/2017,Missouri,-3.75,Georgia,1.55,1,0,70.92307692307692,67.84615384615384,8,5,74.14285714285714,68.57142857142857,5,9,1
01/07/2017,Louisville,11.69,Georgia Tech,0.22,1,0,75.73333333333333,61.53333333333333,3,12,67.78571428571429,68.07142857142857,5,9,0
01/07/2017,South Alabama,-1.19,Georgia State,4.56,1,0,71.0,67.42857142857143,6,8,72.76923076923077,69.0,6,7,1
01/08/2017,Rider,-0.06,Niagara,-3.97,0,1,72.93333333333334,72.93333333333334,5,10,74.6,77.46666666666667,10,5,0
01/08/2017,Purdue,12.97,Wisconsin,10.53,0,1,83.9375,66.0,3,13,77.4,59.4,2,13,0
01/08/2017,Wofford,3.45,Samford,3.09,1,0,77.5625,74.75,10,6,77.0,70.8125,5,11,1
01/08/2017,Davidson,2.19,Saint Louis,-7.94,1,0,76.46153846153847,72.0,6,7,60.285714285714285,72.35714285714286,10,4,0
01/08/2017,Nebraska,-3.1,Northwestern,6.03,0,1,71.8,70.0,6,9,75.25,64.625,4,12,1
01/08/2017,Colgate,-4.0,Navy,0.72,1,0,69.625,74.75,13,3,62.46666666666667,65.8,10,5,1
01/08/2017,North Carolina State,-2.0,North Carolina,14.29,1,0,84.46666666666667,73.93333333333334,3,12,87.9375,69.375,3,13,1
01/08/2017,Northern Iowa,-2.57,Wichita State,19.62,0,1,63.785714285714285,66.42857142857143,9,5,83.375,63.5625,3,13,1
01/08/2017,Detroit Mercy,-7.84,Valparaiso,6.75,1,0,73.86666666666666,84.73333333333333,13,2,75.73333333333333,72.13333333333334,4,11,1
01/08/2017,Stanford,-1.35,UCLA,15.03,1,0,68.2,69.4,7,8,93.0625,74.0625,1,15,1
01/08/2017,Vermont,11.97,Hartford,-10.28,0,1,73.1875,66.1875,5,11,71.73333333333333,78.73333333333333,10,5,0
01/08/2017,Virginia,10.97,Wake Forest,4.75,0,1,68.78571428571429,51.42857142857143,3,11,80.93333333333334,73.2,5,10,0
01/08/2017,Stony Brook,0.35,Albany (NY),5.85,0,1,68.64285714285714,73.42857142857143,8,6,71.9375,69.125,7,9,0
01/08/2017,University of California,5.12,Southern California,5.52,1,0,70.86666666666666,61.666666666666664,5,10,80.3125,69.6875,1,15,0
01/08/2017,Memphis,3.28,Tulane,-8.23,1,0,80.4,70.73333333333333,4,11,70.35714285714286,79.5,11,3,0
01/08/2017,Richmond,2.59,George Washington,0.42,1,0,73.0,70.85714285714286,6,8,69.33333333333333,68.26666666666667,6,9,0
01/08/2017,Drake,-5.87,Evansville,0.82,0,1,73.2,76.86666666666666,12,3,69.3125,63.0625,6,10,0
01/08/2017,Oakland,8.72,Illinois-Chicago,-0.15,1,0,80.0625,67.25,3,13,79.33333333333333,73.93333333333334,7,8,0
01/08/2017,Bucknell,8.74,Holy Cross,-1.75,1,0,73.1875,69.5625,5,11,60.6875,63.0,8,8,0
01/08/2017,Massachusetts-Lowell,-2.84,Binghamton,-2.97,1,0,78.93333333333334,82.13333333333334,9,6,72.4375,71.5625,7,9,0
01/08/2017,Army,-0.5,Loyola (MD),-2.58,0,1,76.6,74.0,9,6,67.78571428571429,71.14285714285714,6,8,0
01/08/2017,Fisher College,0.0,Cornell,-5.66,1,0,51.0,78.0,1,0,71.21428571428571,79.42857142857143,11,3,1
01/08/2017,Central Florida,6.59,Connecticut,0.94,1,0,69.4,57.06666666666667,3,12,65.14285714285714,66.92857142857143,9,5,1
01/08/2017,Maine,-10.34,Maryland-Baltimore County,4.27,1,0,70.25,77.875,12,4,82.78571428571429,74.78571428571429,4,10,1
01/08/2017,American,-6.8,Lehigh,5.34,1,0,61.285714285714285,68.85714285714286,10,4,79.21428571428571,74.78571428571429,7,7,1
01/08/2017,Ohio State,3.03,Minnesota,6.18,1,0,74.66666666666667,64.73333333333333,5,10,77.3125,66.5,2,14,1
01/08/2017,Marist,-9.59,Monmouth,8.03,1,0,69.5625,79.0625,11,5,80.0625,76.0625,5,11,1
01/08/2017,Rutgers,-1.58,Iowa,2.31,1,0,69.875,64.25,5,11,83.9375,78.3125,7,9,1
01/08/2017,Canisius,0.82,Iona,4.12,1,0,80.86666666666666,80.06666666666666,5,10,76.1875,74.875,7,9,1
01/08/2017,Boston University,2.34,Lafayette,-9.57,1,0,74.6,70.66666666666667,7,8,69.92857142857143,77.14285714285714,8,6,0
01/09/2017,Hampton,-1.8,Savannah State,-6.21,0,1,64.71428571428571,71.92857142857143,10,4,86.35714285714286,102.57142857142857,10,4,0
01/09/2017,Olivet,0.0,IPFW,8.87,1,0,69.0,89.0,1,0,89.05882352941177,77.0,4,13,1
01/09/2017,Southern,-1.18,Jackson State,-2.38,1,0,73.3125,74.5625,10,6,64.46666666666667,68.4,9,6,1
01/09/2017,Grambling,-1.55,Alcorn State,1.44,0,1,72.9375,78.3125,10,6,64.84615384615384,70.92307692307692,9,4,0
01/09/2017,Maryland-Eastern Shore,-4.68,North Carolina A&T,-11.84,1,0,67.0,77.8,12,3,57.13333333333333,68.8,14,1,0
01/09/2017,Saint Peter's,4.72,Quinnipiac,-6.65,0,1,64.42857142857143,64.92857142857143,8,6,75.53333333333333,80.13333333333334,9,6,0
01/09/2017,Mississippi Valley State,-13.5,Alabama State,-8.48,0,1,64.33333333333333,88.53333333333333,15,0,61.93333333333333,74.73333333333333,12,3,0
01/09/2017,Georgia State,4.56,Troy,6.78,0,1,73.14285714285714,69.57142857142857,6,8,80.5625,71.9375,8,8,1
01/09/2017,Alabama A&M,-15.97,Arkansas-Pine Bluff,-10.72,1,0,60.07142857142857,81.57142857142857,13,1,60.875,74.25,13,3,1
01/09/2017,Coppin State,-12.56,Bethune-Cookman,-6.72,1,0,59.23529411764706,79.94117647058823,15,2,70.46666666666667,81.73333333333333,12,3,0
01/09/2017,Arkansas State,4.22,Appalachian State,-2.37,1,0,74.9375,68.3125,5,11,76.85714285714286,74.35714285714286,9,5,1
01/09/2017,Coastal Carolina,-0.7,Arkansas-Little Rock,0.09,0,1,73.125,73.1875,9,7,73.375,68.5625,5,11,0
01/09/2017,South Alabama,-1.19,Georgia Southern,3.03,1,0,71.4,68.13333333333334,7,8,79.26666666666667,71.93333333333334,6,9,1
01/09/2017,St. John's (NY),-1.94,Georgetown,1.88,1,0,78.41176470588235,73.94117647058823,9,8,77.4375,72.375,8,8,1
01/10/2017,Kansas,10.34,Oklahoma,-1.19,1,0,86.66666666666667,69.73333333333333,1,14,75.14285714285714,72.42857142857143,8,6,0
01/10/2017,Delaware State,-6.66,North Carolina Central,11.73,1,0,66.125,77.0625,12,4,75.0,65.42857142857143,5,9,0
01/10/2017,Saint Joseph's,-3.55,George Mason,2.94,0,1,71.5,71.92857142857143,6,8,75.625,70.0,5,11,1
01/10/2017,San Diego State,5.94,San Jose State,-1.67,0,1,69.93333333333334,63.6,7,8,74.57142857142857,71.14285714285714,6,8,0
01/10/2017,Missouri,-3.75,Auburn,0.84,0,1,70.57142857142857,68.07142857142857,9,5,79.4,75.2,5,10,1
01/10/2017,Indiana,7.03,Maryland,6.34,1,0,85.9375,69.4375,5,11,76.0625,65.25,2,14,1
01/10/2017,Nevada-Las Vegas,-6.34,New Mexico,0.97,1,0,71.88235294117646,74.94117647058823,9,8,76.4375,74.1875,7,9,0
01/10/2017,Syracuse,5.31,Virginia Tech,4.84,1,0,76.5625,65.75,6,10,83.33333333333333,72.06666666666666,3,12,1
01/10/2017,Villanova,14.88,Xavier,3.26,0,1,79.3125,63.5,1,15,78.0,66.46666666666667,2,13,0
01/10/2017,West Virginia,15.65,Baylor,10.0,0,1,90.13333333333334,61.4,2,13,77.13333333333334,58.266666666666666,0,15,0
01/10/2017,Toledo,3.39,Western Michigan,0.28,1,0,82.86666666666666,77.0,6,9,72.78571428571429,78.14285714285714,10,4,1
01/10/2017,Texas Tech,6.25,Kansas State,4.79,0,1,79.0,62.733333333333334,3,12,76.33333333333333,61.2,2,13,0
01/10/2017,Southeast Missouri State,-0.12,Tennessee Tech,-0.72,0,1,73.05555555555556,74.0,12,6,72.83333333333333,71.05555555555556,11,7,0
01/10/2017,Kentucky,14.35,Vanderbilt,3.12,1,0,94.2,71.06666666666666,2,13,72.26666666666667,68.66666666666667,7,8,0
01/10/2017,Buffalo,3.47,Ohio,7.13,0,1,75.0,73.93333333333334,8,7,77.61538461538461,65.6923076923077,3,10,1
01/10/2017,Bowling Green State,-3.06,Eastern Michigan,4.76,0,1,74.53333333333333,72.6,8,7,83.8,73.2,6,9,1
01/10/2017,Central Michigan,0.59,Akron,6.91,0,1,88.8,81.2,5,10,78.6,67.73333333333333,3,12,1
01/10/2017,DePaul,-5.69,Providence,3.63,0,1,71.4375,71.6875,9,7,69.52941176470588,64.3529411764706,6,11,0
01/10/2017,Mississippi State,1.22,Arkansas,5.79,1,0,74.28571428571429,66.57142857142857,4,10,81.86666666666666,72.6,3,12,0
01/10/2017,Alabama,4.15,Florida,11.72,0,1,67.85714285714286,61.142857142857146,5,9,78.86666666666666,66.53333333333333,3,12,1
01/10/2017,Ball State,3.58,Miami (OH),-4.22,0,1,77.13333333333334,71.4,6,9,74.13333333333334,74.13333333333334,7,8,0
01/10/2017,Fort Valley State,0.0,Jacksonville State,2.09,1,0,81.0,95.66666666666667,3,0,70.5,70.44444444444444,8,10,1
01/10/2017,McGill,0.0,Harvard,6.07,1,0,0,0,0,0,69.41666666666667,65.08333333333333,5,7,1
01/10/2017,Green Bay,3.1,Northern Kentucky,4.74,0,1,80.73333333333333,77.26666666666667,6,9,77.17647058823529,70.41176470588235,5,12,0
01/10/2017,Northern Illinois,1.53,Kent State,4.6,1,0,74.26666666666667,68.26666666666667,6,9,79.13333333333334,70.2,6,9,0
01/10/2017,Manhattan,-7.06,Niagara,-3.97,0,1,73.3125,79.5625,11,5,74.8125,78.1875,11,5,0
01/10/2017,Morgan State,-3.2,Florida A&M,-7.07,1,0,65.93333333333334,75.46666666666667,10,5,71.4,81.4,11,4,0
01/10/2017,Canisius,0.82,Fairfield,-0.77,1,0,80.5,81.1875,6,10,77.92307692307692,76.0,5,8,0
01/10/2017,Duke,10.83,Florida State,11.18,1,0,85.25,64.5,2,14,86.625,68.75,1,15,1
01/11/2017,Norfolk State,-1.42,Savannah State,-6.21,0,1,65.46666666666667,74.26666666666667,12,3,85.93333333333334,101.33333333333333,11,4,0
01/11/2017,North Carolina-Asheville,9.28,Longwood,-13.0,0,1,74.88235294117646,68.6470588235294,6,11,67.6,78.53333333333333,9,6,0
01/11/2017,Missouri State,3.82,Evansville,0.82,0,1,76.52941176470588,66.29411764705883,6,11,69.70588235294117,64.52941176470588,7,10,0
01/11/2017,North Carolina Central,11.73,Maryland-Eastern Shore,-4.68,0,1,74.53333333333333,65.66666666666667,6,9,69.0,78.4375,12,4,0
01/11/2017,St. Bonaventure,4.47,Richmond,2.59,1,0,84.2,77.86666666666666,5,10,73.26666666666667,70.8,6,9,1
01/11/2017,Samford,3.09,Mercer,2.59,0,1,77.82352941176471,71.88235294117646,5,12,70.47058823529412,69.88235294117646,10,7,1
01/11/2017,Oklahoma State,7.5,Iowa State,8.88,0,1,88.73333333333333,77.6,5,10,80.85714285714286,64.28571428571429,4,10,1
01/11/2017,Massachusetts-Lowell,-2.84,Maine,-10.34,1,0,78.9375,81.6875,9,7,69.88235294117646,77.70588235294117,13,4,1
01/11/2017,Seton Hall,3.13,Marquette,7.52,1,0,77.06666666666666,68.4,3,12,83.6,72.06666666666666,5,10,1
01/11/2017,Louisville,11.69,Pittsburgh,-1.82,0,1,75.0625,60.8125,3,13,81.3125,75.875,4,12,0
01/11/2017,Navy,0.72,Loyola (MD),-2.58,1,0,62.75,65.125,10,6,67.06666666666666,70.8,7,8,0
01/11/2017,Michigan State,3.36,Minnesota,6.18,0,1,72.70588235294117,67.88235294117646,6,11,77.3529411764706,66.58823529411765,2,15,0
01/11/2017,Mississippi,1.67,Georgia,1.55,0,1,80.0,77.46666666666667,5,10,73.93333333333334,68.4,5,10,1
01/11/2017,Massachusetts,-0.03,Dayton,9.94,0,1,74.0625,70.375,6,10,76.8,65.2,3,12,0
01/11/2017,Virginia Commonwealth,8.26,George Washington,0.42,0,1,75.375,66.375,3,13,69.375,68.8125,7,9,0
01/11/2017,Wake Forest,4.75,North Carolina,14.29,0,1,79.75,73.5625,6,10,89.05882352941177,68.58823529411765,3,14,1
01/11/2017,Louisiana State,-8.16,Texas A&M,2.39,1,0,77.28571428571429,77.21428571428571,5,9,73.07142857142857,68.14285714285714,6,8,1
01/11/2017,Tulsa,-2.84,Memphis,3.28,0,1,67.5,68.21428571428571,7,7,80.375,70.0,4,12,0
01/11/2017,Presbyterian,-13.63,Winthrop,9.53,1,0,66.6,74.73333333333333,11,4,79.06666666666666,72.2,4,11,1
01/11/2017,Wyoming,1.97,Utah State,2.78,0,1,77.5625,72.0,5,11,75.4375,69.6875,7,9,0
01/11/2017,Wichita State,19.62,Loyola (IL),6.59,0,1,83.17647058823529,63.705882352941174,3,14,77.52941176470588,66.88235294117646,5,12,0
01/11/2017,South Florida,-9.67,Tulane,-8.23,0,1,67.07142857142857,69.78571428571429,8,6,69.6,79.53333333333333,12,3,1
01/11/2017,Southern Illinois,-0.88,Illinois State,7.85,0,1,72.6470588235294,71.3529411764706,7,10,72.9375,63.625,4,12,1
01/11/2017,South Dakota,4.18,North Dakota State,3.33,0,1,75.63157894736842,71.36842105263158,7,12,72.375,67.3125,5,11,1
01/11/2017,Texas A&M-Corpus Christi,2.68,Stephen F. Austin,1.28,1,0,77.85714285714286,75.42857142857143,6,8,67.8,70.6,9,6,1
01/11/2017,Texas Christian,3.59,Texas,-1.76,1,0,77.93333333333334,65.6,3,12,70.4,67.33333333333333,8,7,0
01/11/2017,Tennessee,1.5,South Carolina,7.59,0,1,78.06666666666666,73.86666666666666,7,8,72.13333333333334,60.0,3,12,1
01/11/2017,Radford,-4.91,Charleston Southern,-1.26,1,0,67.125,73.5,8,8,75.33333333333333,76.53333333333333,11,4,1
01/11/2017,Citadel,-4.76,Chattanooga,5.87,1,0,97.22222222222223,99.66666666666667,9,9,78.5625,66.625,4,12,1
01/11/2017,Bradley,-5.15,Northern Iowa,-2.57,0,1,66.76470588235294,71.58823529411765,10,7,63.93333333333333,67.33333333333333,10,5,0
01/11/2017,Lehigh,5.34,Bucknell,8.74,1,0,79.2,74.66666666666667,7,8,72.88235294117646,68.3529411764706,5,12,0
01/11/2017,Butler,7.9,Creighton,9.62,1,0,77.6875,64.875,2,14,87.5,72.0,1,15,1
01/11/2017,Fordham,-2.41,Davidson,2.19,1,0,67.75,68.9375,10,6,76.5,71.57142857142857,6,8,0
01/11/2017,Temple,-0.25,Connecticut,0.94,1,0,71.52941176470588,70.94117647058823,7,10,65.06666666666666,65.73333333333333,9,6,1
01/11/2017,Albany (NY),5.85,New Hampshire,5.03,0,1,71.82352941176471,69.29411764705883,8,9,69.73333333333333,63.2,6,9,1
01/11/2017,Colgate,-4.0,Army,-0.5,1,0,68.76470588235294,74.29411764705883,14,3,75.9375,72.9375,9,7,0
01/11/2017,Fresno State,3.69,Air Force,-2.0,1,0,74.125,69.9375,6,10,76.9375,73.5625,8,8,1
01/11/2017,Vermont,11.97,Binghamton,-2.97,1,0,73.88235294117646,65.47058823529412,5,12,72.58823529411765,72.0,8,9,0
01/11/2017,Boston University,2.34,American,-6.8,0,1,75.625,70.9375,7,9,62.06666666666667,69.53333333333333,11,4,0
01/11/2017,North Carolina State,-2.0,Boston College,-5.88,1,0,82.6875,76.0,4,12,74.5625,74.0,8,8,1
01/11/2017,Western Illinois,-4.96,Denver,1.13,1,0,72.0,72.0,9,6,73.125,71.25,7,9,1
01/11/2017,Illinois,1.91,Michigan,9.26,0,1,78.25,72.75,5,11,74.6875,63.875,5,11,0
01/11/2017,Nebraska-Omaha,0.38,IUPUI,-0.53,1,0,81.76470588235294,84.23529411764706,9,8,78.70588235294117,76.70588235294117,10,7,0
01/11/2017,Lafayette,-9.57,Holy Cross,-1.75,1,0,70.26666666666667,78.06666666666666,9,6,60.0,63.294117647058826,9,8,1
01/11/2017,Jackson State,-2.38,Alcorn State,1.44,0,1,64.5,67.9375,9,7,64.64285714285714,70.64285714285714,10,4,1
01/11/2017,Long Beach State,-3.44,Cal State Northridge,-3.3,0,1,71.55555555555556,80.27777777777777,12,6,78.93333333333334,83.33333333333333,9,6,1
01/11/2017,Lamar,6.03,Incarnate Word,-3.72,0,1,79.5,70.0625,6,10,77.53333333333333,81.06666666666666,9,6,0
01/11/2017,Saint Louis,-7.94,Duquesne,-3.75,1,0,60.666666666666664,72.66666666666667,11,4,72.375,72.8125,8,8,1
01/11/2017,Houston,9.25,East Carolina,-1.82,1,0,76.70588235294117,62.76470588235294,4,13,63.0,61.88235294117647,8,9,0
01/11/2017,Indiana State,-2.74,Drake,-5.87,1,0,72.375,73.75,10,6,74.125,76.8125,12,4,1
01/11/2017,Hartford,-10.28,Maryland-Baltimore County,4.27,0,1,70.625,79.125,11,5,82.26666666666667,74.06666666666666,4,11,1
