Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
12/5/2015,Eastern Illinois,Home,79,Northern Kentucky,73,Away,,Win,6,-2.27,-3.90,Division 1
12/5/2015,Duke,Home,82,Buffalo,59,Away,,Win,23,9.39,2.69,Division 1
12/5/2015,Buffalo,Away,59,Duke,82,Home,,Loss,-23,2.69,9.39,Division 1
12/5/2015,Weber State,Away,68,Brigham Young,73,Home,,Loss,-5,9.88,11.39,Division 1
12/5/2015,Brigham Young,Home,73,Weber State,68,Away,,Win,5,11.39,9.88,Division 1
12/5/2015,North Dakota,Away,65,Bradley,59,Home,,Win,6,3.47,-13.91,Division 1
12/5/2015,Butler,Home,85,Indiana State,71,Away,,Win,14,9.42,-1.63,Division 1
12/5/2015,Bryant,Home,68,Brown,76,Away,,Loss,-8,-11.06,-4.11,Division 1
12/5/2015,Brown,Away,76,Bryant,68,Home,,Win,8,-4.11,-11.06,Division 1
12/5/2015,Bradley,Home,59,North Dakota,65,Away,,Loss,-6,-13.91,3.47,Division 1
12/5/2015,Ball State,Home,66,New Orleans,52,Away,,Win,14,3.73,-2.53,Division 1
12/5/2015,Texas A&M,Away,54,Arizona State,67,Home,,Loss,-13,10.38,-0.69,Division 1
12/5/2015,Arizona State,Home,67,Texas A&M,54,Away,,Win,13,-0.69,10.38,Division 1
12/5/2015,Drake,Away,63,Bowling Green State,75,Home,,Loss,-12,-4.66,-1.60,Division 1
12/5/2015,Bowling Green State,Home,75,Drake,63,Away,,Win,12,-1.60,-4.66,Division 1
12/5/2015,New Orleans,Away,52,Ball State,66,Home,,Loss,-14,-2.53,3.73,Division 1
12/5/2015,Central Florida,Home,88,Illinois-Chicago,58,Away,,Win,30,-3.10,-10.90,Division 1
12/5/2015,Quinnipiac,Away,78,Canisius,76,Home,,Win,2,-5.40,-1.85,Division 1
12/5/2015,Canisius,Home,76,Quinnipiac,78,Away,,Loss,-2,-1.85,-5.40,Division 1
12/5/2015,College of Charleston,Away,82,Citadel,74,Home,,Win,8,3.45,-6.53,Division 1
12/5/2015,Citadel,Home,74,College of Charleston,82,Away,,Loss,-8,-6.53,3.45,Division 1
12/5/2015,Illinois-Chicago,Away,58,Central Florida,88,Home,,Loss,-30,-10.90,-3.10,Division 1
12/5/2015,Pepperdine,Away,70,Cal State Northridge,55,Home,,Win,15,2.23,-3.93,Division 1
12/5/2015,Fresno State,Away,65,Cal Poly,77,Home,,Loss,-12,5.06,-2.80,Division 1
12/5/2015,Cal Poly,Home,77,Fresno State,65,Away,,Win,12,-2.80,5.06,Division 1
12/5/2015,Indiana State,Away,71,Butler,85,Home,,Loss,-14,-1.63,9.42,Division 1
12/5/2015,Cal State Northridge,Home,55,Pepperdine,70,Away,,Loss,-15,-3.93,2.23,Division 1
12/5/2015,Northern Arizona,Away,55,Cal State Bakersfield,72,Home,,Loss,-17,-12.80,9.84,Division 1
12/5/2015,Cal State Bakersfield,Home,72,Northern Arizona,55,Away,,Win,17,9.84,-12.80,Division 1
12/5/2015,New Mexico State,Away,53,Long Beach State,67,Home,,Loss,-14,8.52,1.47,Division 1
12/5/2015,Long Beach State,Home,67,New Mexico State,53,Away,,Win,14,1.47,8.52,Division 1
12/5/2015,Tennessee Tech,Away,81,Lipscomb,78,Home,,Win,3,3.07,-3.00,Division 1
12/5/2015,Grand Canyon,Away,63,Louisville,111,Home,,Loss,-48,8.16,13.84,Division 1
12/5/2015,Maryland-Baltimore County,Away,70,Longwood,59,Home,,Win,11,-8.50,-3.21,Division 1
12/5/2015,Longwood,Home,59,Maryland-Baltimore County,70,Away,,Loss,-11,-3.21,-8.50,Division 1
12/5/2015,Lipscomb,Home,78,Tennessee Tech,81,Away,,Loss,-3,-3.00,3.07,Division 1
12/5/2015,Lehigh,Home,84,Rochester (MI),50,Away,,Win,34,1.81,0.00,Non Division 1
12/5/2015,Lamar,Home,82,Idaho State,70,Away,,Win,12,-1.57,-1.94,Division 1
12/5/2015,Idaho State,Away,70,Lamar,82,Home,,Loss,-12,-1.94,-1.57,Division 1
12/5/2015,Liberty,Home,61,Charleston Southern,68,Away,,Loss,-7,-3.69,-3.57,Division 1
12/5/2015,Charleston Southern,Away,68,Liberty,61,Home,,Win,7,-3.57,-3.69,Division 1
12/5/2015,Rochester (MI),Away,50,Lehigh,84,Home,,Loss,-34,0.00,1.81,Non Division 1
12/5/2015,Alcorn State,Away,43,Mercer,68,Home,,Loss,-25,-5.00,3.48,Division 1
12/5/2015,Southeast Missouri State,Away,65,Memphis,80,Home,,Loss,-15,-10.62,6.40,Division 1
12/5/2015,Memphis,Home,80,Southeast Missouri State,65,Away,,Win,15,6.40,-10.62,Division 1
12/5/2015,Miami (FL),Home,88,Charlotte,60,Away,,Win,28,8.81,-1.42,Division 1
12/5/2015,Charlotte,Away,60,Miami (FL),88,Home,,Loss,-28,-1.42,8.81,Division 1
12/5/2015,Mercer,Home,68,Alcorn State,43,Away,,Win,25,3.48,-5.00,Division 1
12/5/2015,Mississippi,Away,74,Massachusetts,64,Home,,Win,10,3.09,-2.31,Division 1
12/5/2015,Loyola (IL),Home,68,Creighton,65,Away,,Win,3,-0.91,6.30,Division 1
12/5/2015,Creighton,Away,65,Loyola (IL),68,Home,,Loss,-3,6.30,-0.91,Division 1
12/5/2015,Louisville,Home,111,Grand Canyon,63,Away,,Win,48,13.84,8.16,Division 1
12/5/2015,Massachusetts,Home,64,Mississippi,74,Away,,Loss,-10,-2.31,3.09,Division 1
12/5/2015,Marquette,Home,104,Maine,67,Away,,Win,37,2.09,-10.90,Division 1
12/5/2015,Maine,Away,67,Marquette,104,Home,,Loss,-37,-10.90,2.09,Division 1
12/5/2015,Idaho,Home,54,Arkansas-Little Rock,64,Away,,Loss,-10,3.82,11.30,Division 1
12/5/2015,Arkansas-Little Rock,Away,64,Idaho,54,Home,,Win,10,11.30,3.82,Division 1
12/5/2015,Holy Cross,Home,84,Albany (NY),88,Away,,Loss,-4,-4.33,9.97,Division 1
12/5/2015,Alabama-Birmingham,Away,74,Illinois State,61,Home,,Win,13,9.41,1.42,Division 1
12/5/2015,Western Carolina,Away,68,Illinois,80,Home,,Loss,-12,-0.18,-2.65,Division 1
12/5/2015,Illinois,Home,80,Western Carolina,68,Away,,Win,12,-2.65,-0.18,Division 1
12/5/2015,Albany (NY),Away,88,Holy Cross,84,Home,,Win,4,9.97,-4.33,Division 1
12/5/2015,Georgetown,Home,79,Syracuse,72,Away,,Win,7,1.79,4.50,Division 1
12/5/2015,Pennsylvania,Away,44,George Mason,63,Home,,Loss,-19,-3.64,-5.41,Division 1
12/5/2015,George Mason,Home,63,Pennsylvania,44,Away,,Win,19,-5.41,-3.64,Division 1
12/5/2015,Gonzaga,Home,63,Arizona,68,Away,,Loss,-5,13.45,12.21,Division 1
12/5/2015,Arizona,Away,68,Gonzaga,63,Home,,Win,5,12.21,13.45,Division 1
12/5/2015,Syracuse,Away,72,Georgetown,79,Home,,Loss,-7,4.50,1.79,Division 1
12/5/2015,Harvard,Away,69,Kansas,75,Home,,Loss,-6,0.53,13.82,Division 1
12/5/2015,Jacksonville State,Home,82,Jacksonville,86,Away,,Loss,-4,-4.32,0.41,Division 1
12/5/2015,Jacksonville,Away,86,Jacksonville State,82,Home,,Win,4,0.41,-4.32,Division 1
12/5/2015,La Salle,Home,53,Drexel,66,Away,,Loss,-13,-9.97,-7.26,Division 1
12/5/2015,Drexel,Away,66,La Salle,53,Home,,Win,13,-7.26,-9.97,Division 1
12/5/2015,Kansas,Home,75,Harvard,69,Away,,Win,6,13.82,0.53,Division 1
12/5/2015,Miami (OH),Away,64,IUPUI,78,Home,,Loss,-14,-5.26,-5.66,Division 1
12/5/2015,Morehead State,Away,59,Indiana,92,Home,,Loss,-33,5.13,12.88,Division 1
12/5/2015,Indiana,Home,92,Morehead State,59,Away,,Win,33,12.88,5.13,Division 1
12/5/2015,Illinois State,Home,61,Alabama-Birmingham,74,Away,,Loss,-13,1.42,9.41,Division 1
12/5/2015,IUPUI,Home,78,Miami (OH),64,Away,,Win,14,-5.66,-5.26,Division 1
12/5/2015,Missouri-Kansas City,Away,75,Iowa,95,Home,,Loss,-20,-2.84,9.39,Division 1
12/5/2015,Iowa,Home,95,Missouri-Kansas City,75,Away,,Win,20,9.39,-2.84,Division 1
12/6/2015,Siena,Away,68,Saint Peter's,72,Home,,Loss,-4,5.38,-0.70,Division 1
12/6/2015,Saint Peter's,Home,72,Siena,68,Away,,Win,4,-0.70,5.38,Division 1
12/6/2015,Saint Mary's (CA),Home,70,UC-Irvine,60,Away,,Win,10,13.94,5.21,Division 1
12/6/2015,Sam Houston State,Home,109,Sul Ross State,61,Away,,Win,48,3.88,0.00,Non Division 1
12/6/2015,San Diego State,Neutral,48,San Diego,53,,Neutral Site,Loss,-5,7.69,-8.40,Division 1
12/6/2015,San Diego,Neutral,53,San Diego State,48,,Neutral Site,Win,5,-8.40,7.69,Division 1
12/6/2015,Sul Ross State,Away,61,Sam Houston State,109,Home,,Loss,-48,0.00,3.88,Non Division 1
12/6/2015,UC-Irvine,Away,60,Saint Mary's (CA),70,Home,,Loss,-10,5.21,13.94,Division 1
12/6/2015,Niagara,Home,42,Monmouth,56,Away,,Loss,-14,-7.55,7.74,Division 1
12/6/2015,Monmouth,Away,56,Niagara,42,Home,,Win,14,7.74,-7.55,Division 1
12/6/2015,Nebraska-Omaha,Away,100,Montana State,97,Home,,Win,3,3.81,-1.35,Division 1
12/6/2015,Davidson,Away,65,North Carolina,98,Home,,Loss,-33,1.31,12.76,Division 1
12/6/2015,Pittsburgh,Home,100,Central Arkansas,47,Away,,Win,53,8.13,-8.36,Division 1
12/6/2015,Central Arkansas,Away,47,Pittsburgh,100,Home,,Loss,-53,-8.36,8.13,Division 1
12/6/2015,North Carolina,Home,98,Davidson,65,Away,,Win,33,12.76,1.31,Division 1
12/6/2015,Mississippi Valley State,Away,72,Seattle,84,Home,,Loss,-12,-11.74,-1.73,Division 1
12/6/2015,Wagner,Home,55,American,48,Away,,Win,7,6.53,-8.10,Division 1
12/6/2015,American,Away,48,Wagner,55,Home,,Loss,-7,-8.10,6.53,Division 1
12/6/2015,UCLA,Home,83,Long Beach State,76,Away,,Win,7,0.78,1.47,Division 1
12/6/2015,Cal State Fullerton,Away,69,Washington,87,Home,,Loss,-18,-4.10,3.59,Division 1
12/6/2015,Washington State,Home,91,Portland State,67,Away,,Win,24,-6.68,-0.03,Division 1
12/6/2015,Portland State,Away,67,Washington State,91,Home,,Loss,-24,-0.03,-6.68,Division 1
12/6/2015,Washington,Home,87,Cal State Fullerton,69,Away,,Win,18,3.59,-4.10,Division 1
12/6/2015,Long Beach State,Away,76,UCLA,83,Home,,Loss,-7,1.47,0.78,Division 1
12/6/2015,Southern Mississippi,Home,74,North Dakota State,62,Away,,Win,12,-6.17,4.30,Division 1
12/6/2015,North Dakota State,Away,62,Southern Mississippi,74,Home,,Loss,-12,4.30,-6.17,Division 1
12/6/2015,Seattle,Home,84,Mississippi Valley State,72,Away,,Win,12,-1.73,-11.74,Division 1
12/6/2015,St. Francis (NY),Away,56,St. John's (NY),63,Home,,Loss,-7,-1.13,-9.31,Division 1
12/6/2015,Texas-Rio Grande Valley,Home,76,Angelo State,75,Away,,Win,1,-11.23,0.00,Non Division 1
12/6/2015,Angelo State,Away,75,Texas-Rio Grande Valley,76,Home,,Loss,-1,0.00,-11.23,Non Division 1
12/6/2015,St. John's (NY),Home,63,St. Francis (NY),56,Away,,Win,7,-9.31,-1.13,Division 1
12/6/2015,Colorado,Away,88,Colorado State,77,Home,,Win,11,5.33,2.18,Division 1
12/6/2015,Radford,Away,58,Coastal Carolina,63,Home,,Loss,-5,0.58,7.38,Division 1
12/6/2015,Coastal Carolina,Home,63,Radford,58,Away,,Win,5,7.38,0.58,Division 1
12/6/2015,Colorado State,Home,77,Colorado,88,Away,,Loss,-11,2.18,5.33,Division 1
12/6/2015,Eastern Washington,Home,104,Great Falls,64,Away,,Win,40,5.00,0.00,Non Division 1
12/6/2015,Delaware,Away,69,Columbia,82,Home,,Loss,-13,-9.47,6.97,Division 1
12/6/2015,Columbia,Home,82,Delaware,69,Away,,Win,13,6.97,-9.47,Division 1
12/6/2015,Wofford,Away,51,Clemson,66,Home,,Loss,-15,0.03,5.16,Division 1
12/6/2015,Boston College,Home,66,Massachusetts-Lowell,68,Away,,Loss,-2,-9.30,-6.21,Division 1
12/6/2015,Vanderbilt,Away,67,Baylor,69,Home,,Loss,-2,9.15,7.91,Division 1
12/6/2015,Baylor,Home,69,Vanderbilt,67,Away,,Win,2,7.91,9.15,Division 1
12/6/2015,Massachusetts-Lowell,Away,68,Boston College,66,Home,,Win,2,-6.21,-9.30,Division 1
12/6/2015,Clemson,Home,66,Wofford,51,Away,,Win,15,5.16,0.03,Division 1
12/6/2015,Morgan State,Away,66,Cincinnati,87,Home,,Loss,-21,-4.19,10.31,Division 1
12/6/2015,Cincinnati,Home,87,Morgan State,66,Away,,Win,21,10.31,-4.19,Division 1
12/6/2015,Great Falls,Away,64,Eastern Washington,104,Home,,Loss,-40,0.00,5.00,Non Division 1
12/6/2015,UC-Riverside,Away,76,Loyola Marymount,77,Home,,Loss,-1,-0.03,-3.58,Division 1
12/6/2015,Marshall,Away,84,James Madison,107,Home,,Loss,-23,1.12,6.50,Division 1
12/6/2015,James Madison,Home,107,Marshall,84,Away,,Win,23,6.50,1.12,Division 1
12/6/2015,Loyola Marymount,Home,77,UC-Riverside,76,Away,,Win,1,-3.58,-0.03,Division 1
12/6/2015,Montana State,Home,97,Nebraska-Omaha,100,Away,,Loss,-3,-1.35,3.81,Division 1
12/6/2015,Marist,Away,75,Manhattan,70,Home,,Win,5,-7.17,-4.35,Division 1
12/6/2015,Manhattan,Home,70,Marist,75,Away,,Loss,-5,-4.35,-7.17,Division 1
12/6/2015,Hofstra,Neutral,86,Appalachian State,80,,Neutral Site,Win,6,5.27,-6.81,Division 1
12/6/2015,Florida State,Neutral,76,Virginia Commonwealth,71,,Neutral Site,Win,5,4.48,9.91,Division 1
12/6/2015,Florida International,Home,76,Florida Gulf Coast,84,Away,,Loss,-8,1.09,6.52,Division 1
12/6/2015,Florida Gulf Coast,Away,84,Florida International,76,Home,,Win,8,6.52,1.09,Division 1
12/6/2015,Virginia Commonwealth,Neutral,71,Florida State,76,,Neutral Site,Loss,-5,9.91,4.48,Division 1
12/6/2015,Appalachian State,Neutral,80,Hofstra,86,,Neutral Site,Loss,-6,-6.81,5.27,Division 1
12/6/2015,Toledo,Away,71,Green Bay,69,Home,,Win,2,5.88,4.57,Division 1
12/6/2015,Green Bay,Home,69,Toledo,71,Away,,Loss,-2,4.57,5.88,Division 1
12/7/2015,Montreat,Away,69,Presbyterian,93,Home,,Loss,-24,0.00,-5.35,Non Division 1
12/7/2015,Oakland,Home,83,Binghamton,72,Away,,Win,11,7.41,-7.73,Division 1
12/7/2015,Presbyterian,Home,93,Montreat,69,Away,,Win,24,-5.35,0.00,Non Division 1
12/7/2015,Purdue,Home,80,IUPUI,53,Away,,Win,27,13.15,-5.66,Division 1
12/7/2015,IUPUI,Away,53,Purdue,80,Home,,Loss,-27,-5.66,13.15,Division 1
12/7/2015,Binghamton,Away,72,Oakland,83,Home,,Loss,-11,-7.73,7.41,Division 1
12/7/2015,Maryland-Eastern Shore,Away,74,North Carolina A&T,80,Home,,Loss,-6,-6.91,-8.25,Division 1
12/7/2015,NJIT,Home,75,Kent State,80,Away,,Loss,-5,0.94,1.79,Division 1
12/7/2015,North Carolina A&T,Home,80,Maryland-Eastern Shore,74,Away,,Win,6,-8.25,-6.91,Division 1
12/7/2015,North Carolina Central,Home,69,Howard,71,Away,,Loss,-2,-0.41,-3.64,Division 1
12/7/2015,Howard,Away,71,North Carolina Central,69,Home,,Win,2,-3.64,-0.41,Division 1
12/7/2015,Incarnate Word,Away,70,Sacramento State,73,Home,,Loss,-3,0.17,-0.87,Division 1
12/7/2015,Oklahoma,Neutral,78,Villanova,55,,Neutral Site,Win,23,10.39,13.26,Division 1
12/7/2015,Southern California,Home,74,Idaho,55,Away,,Win,19,6.09,3.82,Division 1
12/7/2015,Villanova,Neutral,55,Oklahoma,78,,Neutral Site,Loss,-23,13.26,10.39,Division 1
12/7/2015,Western Michigan,Home,87,Northeastern,86,Away,,Win,1,-0.33,1.12,Division 1
12/7/2015,Northeastern,Away,86,Western Michigan,87,Home,,Loss,-1,1.12,-0.33,Division 1
12/7/2015,Idaho,Away,55,Southern California,74,Home,,Loss,-19,3.82,6.09,Division 1
12/7/2015,Biola,Away,53,San Diego State,73,Home,,Loss,-20,0.00,7.69,Non Division 1
12/7/2015,Sacramento State,Home,73,Incarnate Word,70,Away,,Win,3,-0.87,0.17,Division 1
12/7/2015,San Diego State,Home,73,Biola,53,Away,,Win,20,7.69,0.00,Non Division 1
12/7/2015,San Francisco,Home,65,Cal State Northridge,61,Away,,Win,4,-1.10,-3.93,Division 1
12/7/2015,Cal State Northridge,Away,61,San Francisco,65,Home,,Loss,-4,-3.93,-1.10,Division 1
12/7/2015,East Carolina,Away,73,College of Charleston,77,Home,,Loss,-4,-3.59,3.45,Division 1
12/7/2015,College of Charleston,Home,77,East Carolina,73,Away,,Win,4,3.45,-3.59,Division 1
12/7/2015,Coppin State,Home,56,Norfolk State,88,Away,,Loss,-32,-8.29,0.97,Division 1
12/7/2015,Brown,Away,57,Georgetown,74,Home,,Loss,-17,-4.11,1.79,Division 1
12/7/2015,Norfolk State,Away,88,Coppin State,56,Home,,Win,32,0.97,-8.29,Division 1
12/7/2015,Central Michigan,Home,90,Aquinas,51,Away,,Win,39,3.45,0.00,Non Division 1
12/7/2015,South Carolina State,Away,54,Bethune-Cookman,69,Home,,Loss,-15,0.12,-2.24,Division 1
12/7/2015,Bethune-Cookman,Home,69,South Carolina State,54,Away,,Win,15,-2.24,0.12,Division 1
12/7/2015,Butler,Home,93,Virginia Military Institute,66,Away,,Win,27,9.42,-6.10,Division 1
12/7/2015,Aquinas,Away,51,Central Michigan,90,Home,,Loss,-39,0.00,3.45,Non Division 1
12/7/2015,Virginia Military Institute,Away,66,Butler,93,Home,,Loss,-27,-6.10,9.42,Division 1
12/7/2015,Georgetown,Home,74,Brown,57,Away,,Win,17,1.79,-4.11,Division 1
12/7/2015,Lipscomb,Home,84,Belmont,93,Away,,Loss,-9,-3.00,4.42,Division 1
12/7/2015,Belmont,Away,93,Lipscomb,84,Home,,Win,9,4.42,-3.00,Division 1
12/7/2015,Navy,Neutral,47,Oregon,67,,Neutral Site,Loss,-20,2.88,9.71,Division 1
12/7/2015,Kent State,Away,80,NJIT,75,Home,,Win,5,1.79,0.94,Division 1
12/7/2015,Oregon,Neutral,67,Navy,47,,Neutral Site,Win,20,9.71,2.88,Division 1
12/7/2015,Thomas University,Away,59,Kennesaw State,69,Home,,Loss,-10,0.00,-5.16,Non Division 1
12/7/2015,Western Illinois,Away,56,Iowa,90,Home,,Loss,-34,-0.37,9.39,Division 1
12/7/2015,Iowa,Home,90,Western Illinois,56,Away,,Win,34,9.39,-0.37,Division 1
12/7/2015,Buffalo,Away,63,Iowa State,84,Home,,Loss,-21,2.69,6.94,Division 1
12/7/2015,Kennesaw State,Home,69,Thomas University,59,Away,,Win,10,-5.16,0.00,Non Division 1
12/7/2015,Iowa State,Home,84,Buffalo,63,Away,,Win,21,6.94,2.69,Division 1
12/8/2015,Rider,Home,64,Wagner,65,Away,,Loss,-1,-1.39,6.53,Division 1
12/8/2015,Wagner,Away,65,Rider,64,Home,,Win,1,6.53,-1.39,Division 1
12/8/2015,Rhode Island,Home,67,Houston,57,Away,,Win,10,4.63,9.00,Division 1
12/8/2015,Portland,Home,65,Idaho State,66,Away,,Loss,-1,-2.16,-1.94,Division 1
12/8/2015,Houston,Away,57,Rhode Island,67,Home,,Loss,-10,9.00,4.63,Division 1
12/8/2015,Central Connecticut State,Away,59,Rutgers,75,Home,,Loss,-16,-13.10,-12.66,Division 1
12/8/2015,Missouri-Kansas City,Away,70,South Dakota,79,Home,,Loss,-9,-2.84,-2.94,Division 1
12/8/2015,South Dakota,Home,79,Missouri-Kansas City,70,Away,,Win,9,-2.94,-2.84,Division 1
12/8/2015,Saint Joseph's,Home,62,Princeton,50,Away,,Win,12,7.68,11.07,Division 1
12/8/2015,Rutgers,Home,75,Central Connecticut State,59,Away,,Win,16,-12.66,-13.10,Division 1
12/8/2015,Princeton,Away,50,Saint Joseph's,62,Home,,Loss,-12,11.07,7.68,Division 1
12/8/2015,Mount St. Mary's,Home,81,Bucknell,73,Away,,Win,8,-1.94,5.67,Division 1
12/8/2015,New Hampshire,Home,100,Worcester State,66,Away,,Win,34,1.26,0.00,Non Division 1
12/8/2015,Bucknell,Away,73,Mount St. Mary's,81,Home,,Loss,-8,5.67,-1.94,Division 1
12/8/2015,Minnesota,Home,70,South Dakota State,84,Away,,Loss,-14,-6.00,8.48,Division 1
12/8/2015,South Dakota State,Away,84,Minnesota,70,Home,,Win,14,8.48,-6.00,Division 1
12/8/2015,Worcester State,Away,66,New Hampshire,100,Home,,Loss,-34,0.00,1.26,Non Division 1
12/8/2015,Ohio State,Home,74,Air Force,50,Away,,Win,24,2.42,-4.41,Division 1
12/8/2015,Idaho State,Away,66,Portland,65,Home,,Win,1,-1.94,-2.16,Division 1
12/8/2015,Air Force,Away,50,Ohio State,74,Home,,Loss,-24,-4.41,2.42,Division 1
12/8/2015,Notre Dame,Home,86,Stony Brook,61,Away,,Win,25,5.13,13.38,Division 1
12/8/2015,Stony Brook,Away,61,Notre Dame,86,Home,,Loss,-25,13.38,5.13,Division 1
12/8/2015,Iona,Away,81,Tulsa,90,Home,,Loss,-9,5.94,4.32,Division 1
12/8/2015,Tulsa,Home,90,Iona,81,Away,,Win,9,4.32,5.94,Division 1
12/8/2015,Texas-Arlington,Home,97,Bradley,61,Away,,Win,36,10.06,-13.91,Division 1
12/8/2015,Texas-San Antonio,Away,50,Texas,116,Home,,Loss,-66,-11.72,3.70,Division 1
12/8/2015,Bradley,Away,61,Texas-Arlington,97,Home,,Loss,-36,-13.91,10.06,Division 1
12/8/2015,Virginia,Neutral,70,West Virginia,54,,Neutral Site,Win,16,10.41,12.66,Division 1
12/8/2015,Wright State,Away,55,Xavier,90,Home,,Loss,-35,2.74,10.21,Division 1
12/8/2015,Xavier,Home,90,Wright State,55,Away,,Win,35,10.21,2.74,Division 1
12/8/2015,Washington,Home,92,Texas Christian,67,Away,,Win,25,3.59,-4.91,Division 1
12/8/2015,West Virginia,Neutral,54,Virginia,70,,Neutral Site,Loss,-16,12.66,10.41,Division 1
12/8/2015,Texas Christian,Away,67,Washington,92,Home,,Loss,-25,-4.91,3.59,Division 1
12/8/2015,Southern Methodist,Home,82,Michigan,58,Away,,Win,24,13.87,6.82,Division 1
12/8/2015,St. Bonaventure,Home,80,Vermont,68,Away,,Win,12,4.97,4.50,Division 1
12/8/2015,Michigan,Away,58,Southern Methodist,82,Home,,Loss,-24,6.82,13.87,Division 1
12/8/2015,Bowling Green State,Away,79,Southeast Missouri State,52,Home,,Win,27,-1.60,-10.62,Division 1
12/8/2015,Southeast Missouri State,Home,52,Bowling Green State,79,Away,,Loss,-27,-10.62,-1.60,Division 1
12/8/2015,Vermont,Away,68,St. Bonaventure,80,Home,,Loss,-12,4.50,4.97,Division 1
12/8/2015,Syracuse,Home,78,Colgate,51,Away,,Win,27,4.50,-1.73,Division 1
12/8/2015,Texas,Home,116,Texas-San Antonio,50,Away,,Win,66,3.70,-11.72,Division 1
12/8/2015,Colgate,Away,51,Syracuse,78,Home,,Loss,-27,-1.73,4.50,Division 1
12/8/2015,Henderson State,Away,54,Stephen F. Austin,87,Home,,Loss,-33,0.00,17.56,Non Division 1
12/8/2015,Stephen F. Austin,Home,87,Henderson State,54,Away,,Win,33,17.56,0.00,Non Division 1
12/8/2015,Connecticut,Neutral,66,Maryland,76,,Neutral Site,Loss,-10,10.32,9.79,Division 1
12/8/2015,Maryland,Neutral,76,Connecticut,66,,Neutral Site,Win,10,9.79,10.32,Division 1
12/8/2015,Voorhees,Away,85,Citadel,89,Home,,Loss,-4,0.00,-6.53,Non Division 1
12/8/2015,Tennessee Wesleyan,Away,63,Chattanooga,91,Home,,Loss,-28,0.00,9.21,Non Division 1
12/8/2015,Citadel,Home,89,Voorhees,85,Away,,Win,4,-6.53,0.00,Non Division 1
12/8/2015,Duquesne,Home,89,Maryland-Baltimore County,70,Away,,Win,19,1.70,-8.50,Division 1
12/8/2015,Fordham,Home,89,Long Island University,84,Away,,Win,5,2.70,-0.77,Division 1
12/8/2015,Long Island University,Away,84,Fordham,89,Home,,Loss,-5,-0.77,2.70,Division 1
12/8/2015,Rochester (MI),Away,58,Eastern Michigan,86,Home,,Loss,-28,0.00,2.29,Non Division 1
12/8/2015,Maryland-Baltimore County,Away,70,Duquesne,89,Home,,Loss,-19,-8.50,1.70,Division 1
12/8/2015,Eastern Michigan,Home,86,Rochester (MI),58,Away,,Win,28,2.29,0.00,Non Division 1
12/8/2015,Northwestern State,Away,62,Baylor,75,Home,,Loss,-13,-6.75,7.91,Division 1
12/8/2015,Boston University,Home,69,Harvard,75,Away,,Loss,-6,0.84,0.53,Division 1
12/8/2015,Baylor,Home,75,Northwestern State,62,Away,,Win,13,7.91,-6.75,Division 1
12/8/2015,Arkansas,Home,89,Evansville,76,Away,,Win,13,3.47,8.97,Division 1
12/8/2015,Evansville,Away,76,Arkansas,89,Home,,Loss,-13,8.97,3.47,Division 1
12/8/2015,Harvard,Away,75,Boston University,69,Home,,Win,6,0.53,0.84,Division 1
12/8/2015,Massachusetts,Away,63,Central Florida,67,Home,,Loss,-4,-2.31,-3.10,Division 1
12/8/2015,Chattanooga,Home,91,Tennessee Wesleyan,63,Away,,Win,28,9.21,0.00,Non Division 1
12/8/2015,Central Florida,Home,67,Massachusetts,63,Away,,Win,4,-3.10,-2.31,Division 1
12/8/2015,Army,Away,77,Bryant,55,Home,,Win,22,2.47,-11.06,Division 1
12/8/2015,Bryant,Home,55,Army,77,Away,,Loss,-22,-11.06,2.47,Division 1
12/8/2015,Louisiana State-Shreveport,Away,49,Louisiana Tech,82,Home,,Loss,-33,0.00,7.31,Non Division 1
12/8/2015,Louisiana Tech,Home,82,Louisiana State-Shreveport,49,Away,,Win,33,7.31,0.00,Non Division 1
12/8/2015,Hawaii-Hilo,Away,67,Hawaii,86,Home,,Loss,-19,0.00,11.09,Non Division 1
12/8/2015,Southern,Away,56,Grand Canyon,70,Home,,Loss,-14,3.82,8.16,Division 1
12/8/2015,Hawaii,Home,86,Hawaii-Hilo,67,Away,,Win,19,11.09,0.00,Non Division 1
12/8/2015,Loyola (MD),Home,54,Towson,65,Away,,Loss,-11,-5.67,4.66,Division 1
12/8/2015,Florida,Away,55,Miami (FL),66,Home,,Loss,-11,4.85,8.81,Division 1
12/8/2015,Miami (FL),Home,66,Florida,55,Away,,Win,11,8.81,4.85,Division 1
12/8/2015,San Jose State,Away,62,Marquette,80,Home,,Loss,-18,-3.35,2.09,Division 1
12/8/2015,Towson,Away,65,Loyola (MD),54,Home,,Win,11,4.66,-5.67,Division 1
12/8/2015,Marquette,Home,80,San Jose State,62,Away,,Win,18,2.09,-3.35,Division 1
12/8/2015,Northern Iowa,Away,73,George Mason,65,Home,,Win,8,5.09,-5.41,Division 1
12/8/2015,George Washington,Home,76,Penn State,66,Away,,Win,10,6.52,-3.78,Division 1
12/8/2015,George Mason,Home,65,Northern Iowa,73,Away,,Loss,-8,-5.41,5.09,Division 1
12/8/2015,Furman,Home,79,Liberty,56,Away,,Win,23,4.88,-3.69,Division 1
